Date,D4,D3,D2,D1,D0,None
02/16/2010,0.00,0.00,0.00,0.00,0.00,100.00
02/09/2010,0.00,0.00,0.00,0.00,0.00,100.00
02/02/2010,0.00,0.00,0.00,0.00,0.00,100.00
01/26/2010,0.00,0.00,0.00,0.00,0.00,100.00
01/19/2010,0.00,0.00,0.00,0.00,0.00,100.00
01/12/2010,0.00,0.00,0.00,0.00,0.00,100.00
01/05/2010,0.00,0.00,0.00,0.00,0.00,100.00
12/29/2009,0.00,0.00,0.00,0.00,0.00,100.00
12/22/2009,0.00,0.00,0.00,0.00,0.00,100.00
12/15/2009,0.00,0.00,0.00,0.00,0.00,100.00
12/08/2009,0.00,0.00,0.00,0.00,0.00,100.00
12/01/2009,0.00,0.00,0.00,0.00,2.67,97.33
11/24/2009,0.00,0.00,0.00,0.00,2.50,97.50
11/17/2009,0.00,0.00,0.00,0.00,2.50,97.50
11/10/2009,0.00,0.00,0.00,0.00,2.50,97.50
11/03/2009,0.00,0.00,0.00,0.00,2.50,97.50
10/27/2009,0.00,0.00,0.00,0.00,2.50,97.50
10/20/2009,0.00,0.00,0.00,0.00,2.50,97.50
10/13/2009,0.00,0.00,0.00,0.00,10.19,89.81
10/06/2009,0.00,0.00,0.00,0.00,2.98,97.02
09/29/2009,0.00,0.00,0.00,0.00,3.93,96.07
09/22/2009,0.00,0.00,0.00,0.00,1.36,98.64
09/15/2009,0.00,0.00,0.00,0.06,10.08,89.92
09/08/2009,0.00,0.00,0.00,0.00,16.62,83.38
09/01/2009,0.00,0.00,0.00,0.00,16.32,83.68
08/25/2009,0.00,0.00,0.00,0.00,35.17,64.83
08/18/2009,0.00,0.00,0.00,0.00,44.01,55.99
08/11/2009,0.00,0.00,0.00,0.00,43.98,56.02
08/04/2009,0.00,0.00,0.00,0.00,43.98,56.02
07/28/2009,0.00,0.00,0.00,0.00,38.08,61.92
07/21/2009,0.00,0.00,0.00,0.00,38.08,61.92
07/14/2009,0.00,0.00,0.00,0.00,34.61,65.39
07/07/2009,0.00,0.00,0.00,0.00,40.42,59.58
06/30/2009,0.00,0.00,0.00,0.00,1.71,98.29
06/23/2009,0.00,0.00,0.00,0.00,0.00,100.00
06/16/2009,0.00,0.00,0.00,0.00,0.00,100.00
06/09/2009,0.00,0.00,0.00,0.00,0.00,100.00
06/02/2009,0.00,0.00,0.00,0.00,2.47,97.53
05/26/2009,0.00,0.00,0.00,0.00,2.73,97.27
05/19/2009,0.00,0.00,0.00,0.00,3.34,96.66
05/12/2009,0.00,0.00,0.00,0.00,4.93,95.07
05/05/2009,0.00,0.00,0.00,4.87,7.27,92.73
04/28/2009,0.00,0.00,0.00,4.87,7.36,92.64
04/21/2009,0.00,0.00,0.00,4.87,7.36,92.64
04/14/2009,0.00,0.00,0.00,4.87,7.36,92.64
04/07/2009,0.00,0.00,0.00,5.01,8.01,91.99
03/31/2009,0.00,0.00,0.00,40.07,79.24,20.76
03/24/2009,0.00,0.00,8.51,72.00,97.29,2.71
03/17/2009,0.00,3.14,8.94,72.00,97.29,2.71
03/10/2009,0.00,3.14,8.94,71.74,97.29,2.71
03/03/2009,0.00,3.14,8.94,71.74,97.29,2.71
02/24/2009,0.00,3.43,10.08,76.51,99.78,0.22
02/17/2009,0.00,3.43,10.08,30.21,99.78,0.22
02/10/2009,0.00,3.20,8.82,13.45,99.30,0.70
02/03/2009,0.00,3.20,8.82,13.19,27.67,72.33
01/27/2009,0.00,3.52,8.82,13.19,24.82,75.18
01/20/2009,0.00,3.52,8.82,13.19,24.90,75.10
01/13/2009,0.00,3.52,8.78,13.19,24.90,75.10
01/06/2009,0.00,7.49,12.16,21.08,30.71,69.29
12/30/2008,0.00,8.81,12.16,21.08,30.71,69.29
12/23/2008,0.00,8.98,12.43,21.11,30.71,69.29
12/16/2008,0.00,10.60,14.08,21.11,30.71,69.29
12/09/2008,11.38,16.62,28.60,33.18,47.66,52.34
12/02/2008,12.06,18.39,31.39,46.79,60.90,39.10
11/25/2008,12.06,18.39,47.24,59.73,74.11,25.89
11/18/2008,12.06,18.39,47.24,59.73,74.11,25.89
11/11/2008,12.06,19.42,47.45,60.54,74.44,25.56
11/04/2008,1.06,19.42,47.45,60.42,74.44,25.56
10/28/2008,0.03,19.42,47.45,60.42,74.44,25.56
10/21/2008,0.03,22.69,60.36,74.64,93.38,6.62
10/14/2008,0.03,22.69,60.32,74.78,93.58,6.42
10/07/2008,0.03,22.67,60.66,74.94,95.03,4.97
09/30/2008,0.03,22.67,60.66,74.94,95.03,4.97
09/23/2008,0.03,10.51,40.55,57.13,84.40,15.60
09/16/2008,0.01,10.51,40.55,57.13,84.07,15.93
09/09/2008,0.01,10.51,40.62,57.13,84.07,15.93
09/02/2008,0.01,10.51,40.62,57.19,84.07,15.93
08/26/2008,0.01,10.69,40.85,57.19,84.07,15.93
08/19/2008,9.48,21.82,79.01,91.66,97.71,2.29
08/12/2008,6.25,17.12,79.01,91.74,97.99,2.01
08/05/2008,6.25,15.50,69.71,87.17,98.05,1.95
07/29/2008,6.25,15.50,69.71,87.17,98.05,1.95
07/22/2008,6.25,15.50,69.69,87.17,98.05,1.95
07/15/2008,0.00,14.98,56.42,77.23,99.54,0.46
07/08/2008,0.00,14.98,60.80,77.51,93.30,6.70
07/01/2008,0.00,14.93,60.80,77.51,94.38,5.62
06/24/2008,0.00,12.76,51.63,81.44,94.38,5.62
06/17/2008,0.00,10.00,27.41,78.24,91.59,8.41
06/10/2008,0.00,8.89,27.22,61.50,93.36,6.64
06/03/2008,0.00,2.25,24.33,60.42,93.36,6.64
05/27/2008,0.00,2.25,27.48,43.68,82.56,17.44
05/20/2008,0.00,3.18,29.92,43.16,82.18,17.82
05/13/2008,0.00,16.13,29.92,43.16,64.95,35.05
05/06/2008,0.00,15.80,29.92,43.16,66.30,33.70
04/29/2008,0.00,15.43,29.92,43.16,66.30,33.70
04/22/2008,0.00,15.43,29.92,43.16,66.30,33.70
04/15/2008,0.00,15.43,29.92,42.88,54.23,45.77
04/08/2008,0.00,20.56,29.92,42.88,54.23,45.77
04/01/2008,0.00,21.21,30.15,42.99,54.23,45.77
03/25/2008,0.00,21.42,30.15,42.99,54.23,45.77
03/18/2008,0.00,21.73,30.15,42.99,54.23,45.77
03/11/2008,4.27,21.81,30.15,42.99,54.23,45.77
03/04/2008,5.94,25.51,37.36,49.82,70.90,29.10
02/26/2008,6.11,25.51,37.36,49.82,70.90,29.10
02/19/2008,14.16,34.35,42.49,66.89,96.98,3.02
02/12/2008,14.95,35.07,42.49,68.52,96.98,3.02
02/05/2008,14.95,35.07,42.49,68.52,96.98,3.02
01/29/2008,15.61,37.96,52.58,70.23,96.98,3.02
01/22/2008,15.61,37.96,52.58,70.23,96.98,3.02
01/15/2008,15.65,49.44,65.23,75.04,100.00,0.00
01/08/2008,15.73,49.44,65.23,75.04,97.99,2.01
01/01/2008,15.73,49.44,65.23,75.04,97.99,2.01
12/25/2007,49.86,64.36,73.08,83.36,97.99,2.01
12/18/2007,49.86,64.39,74.34,87.94,99.61,0.39
12/11/2007,49.86,64.39,74.34,87.82,99.61,0.39
12/04/2007,43.40,58.83,68.11,81.56,94.13,5.87
11/27/2007,36.96,53.28,63.41,76.89,92.13,7.87
11/20/2007,36.91,53.28,63.55,77.14,92.13,7.87
11/13/2007,36.89,53.28,63.55,77.14,92.13,7.87
11/06/2007,32.08,41.68,56.45,67.04,81.93,18.07
10/30/2007,32.08,41.68,56.45,67.04,81.93,18.07
10/23/2007,32.19,43.02,56.45,67.04,81.27,18.73
10/16/2007,33.57,45.64,59.52,69.25,78.37,21.63
10/09/2007,27.04,40.49,53.15,64.42,71.51,28.49
10/02/2007,27.00,39.36,52.59,64.21,75.81,24.19
09/25/2007,27.00,39.36,52.59,64.21,75.81,24.19
09/18/2007,28.47,40.98,54.17,66.51,79.81,20.19
09/11/2007,30.46,46.42,60.64,72.16,85.48,14.52
09/04/2007,19.01,40.72,59.96,72.16,85.48,14.52
08/28/2007,35.62,60.23,76.25,86.48,100.00,0.00
08/21/2007,39.11,60.93,76.38,84.34,100.00,0.00
08/14/2007,26.87,52.27,67.76,85.68,100.00,0.00
08/07/2007,22.87,47.92,67.35,86.01,100.00,0.00
07/31/2007,0.79,48.39,76.20,95.17,100.00,0.00
07/24/2007,0.79,45.73,76.20,95.17,100.00,0.00
07/17/2007,0.79,45.73,76.20,95.17,100.00,0.00
07/10/2007,0.62,45.73,76.06,95.17,100.00,0.00
07/03/2007,0.09,46.65,75.97,95.06,100.00,0.00
06/26/2007,1.07,50.04,76.73,96.14,100.00,0.00
06/19/2007,1.48,48.73,81.64,96.14,100.00,0.00
06/12/2007,1.47,46.99,81.64,96.14,100.00,0.00
06/05/2007,0.00,45.52,80.46,96.14,100.00,0.00
05/29/2007,0.00,48.72,94.02,100.00,100.00,0.00
05/22/2007,0.00,42.77,93.20,100.00,100.00,0.00
05/15/2007,0.00,25.12,52.76,99.35,100.00,0.00
05/08/2007,0.00,22.65,52.76,99.35,100.00,0.00
05/01/2007,0.00,22.65,52.63,99.35,100.00,0.00
04/24/2007,0.00,12.74,38.88,98.65,100.00,0.00
04/17/2007,0.00,0.00,17.60,39.08,99.93,0.07
04/10/2007,0.00,0.00,0.61,45.99,100.00,0.00
04/03/2007,0.00,0.00,2.94,42.64,100.00,0.00
03/27/2007,0.00,0.00,1.89,9.11,100.00,0.00
03/20/2007,0.00,0.00,0.00,4.47,95.30,4.70
03/13/2007,0.00,0.00,0.00,4.13,51.24,48.76
03/06/2007,0.00,0.00,0.00,1.54,33.55,66.45
02/27/2007,0.00,0.00,0.00,3.01,64.38,35.62
02/20/2007,0.00,0.00,0.00,3.01,61.98,38.02
02/13/2007,0.00,0.00,0.00,2.20,33.82,66.18
02/06/2007,0.00,0.00,0.00,0.26,31.21,68.79
01/30/2007,0.00,0.00,0.03,3.39,39.89,60.11
01/23/2007,0.00,0.00,0.03,3.39,39.89,60.11
01/16/2007,0.00,0.00,0.03,0.41,49.30,50.70
01/09/2007,0.00,0.00,0.00,0.41,84.73,15.27
01/02/2007,0.00,0.00,0.10,3.66,87.84,12.16
12/26/2006,0.00,0.00,0.08,7.66,87.84,12.16
12/19/2006,0.00,0.00,0.08,7.66,87.84,12.16
12/12/2006,0.00,0.00,0.08,7.66,64.51,35.49
12/05/2006,0.00,0.00,0.08,4.06,26.14,73.86
11/28/2006,0.00,0.00,0.08,4.06,17.82,82.18
11/21/2006,0.00,0.00,0.00,14.22,56.19,43.81
11/14/2006,0.00,0.00,0.00,55.56,91.81,8.19
11/07/2006,0.00,0.00,0.00,50.34,91.81,8.19
10/31/2006,0.00,0.00,0.00,50.34,92.82,7.18
10/24/2006,0.00,0.00,0.00,76.66,96.96,3.04
10/17/2006,0.00,0.00,0.00,87.22,100.00,0.00
10/10/2006,0.00,0.00,0.00,87.87,100.00,0.00
10/03/2006,0.00,0.00,0.00,75.49,100.00,0.00
09/26/2006,0.00,0.00,0.00,46.73,99.95,0.05
09/19/2006,0.00,0.00,0.00,53.11,99.92,0.08
09/12/2006,0.00,0.00,34.83,65.08,100.00,0.00
09/05/2006,0.00,0.00,39.78,75.61,100.00,0.00
08/29/2006,0.00,0.00,39.78,75.61,99.46,0.54
08/22/2006,0.00,0.00,45.11,93.02,99.76,0.24
08/15/2006,0.00,0.00,22.98,67.04,99.11,0.89
08/08/2006,0.00,0.61,25.08,80.34,100.00,0.00
08/01/2006,0.00,0.00,30.87,76.30,100.00,0.00
07/25/2006,0.00,0.00,24.85,72.75,100.00,0.00
07/18/2006,0.00,0.00,7.14,66.64,100.00,0.00
07/11/2006,0.00,0.00,6.43,55.96,90.93,9.07
07/04/2006,0.00,0.00,0.00,55.38,80.13,19.87
06/27/2006,0.00,0.00,0.00,55.32,80.40,19.60
06/20/2006,0.00,0.00,0.43,56.28,82.58,17.42
06/13/2006,0.00,0.00,0.00,50.06,81.13,18.87
06/06/2006,0.00,0.00,0.00,17.61,70.76,29.24
05/30/2006,0.00,0.00,0.00,1.87,57.85,42.15
05/23/2006,0.00,0.00,0.00,1.87,44.13,55.87
05/16/2006,0.00,0.00,0.00,3.82,44.76,55.24
05/09/2006,0.00,0.00,0.00,0.01,80.96,19.04
05/02/2006,0.00,0.00,0.00,0.22,78.88,21.12
04/25/2006,0.00,0.00,0.00,0.04,81.64,18.36
04/18/2006,0.00,0.00,0.00,1.11,82.97,17.03
04/11/2006,0.00,0.00,0.00,0.36,76.53,23.47
04/04/2006,0.00,0.00,0.00,0.00,78.95,21.05
03/28/2006,0.00,0.00,0.00,0.00,0.14,99.86
03/21/2006,0.00,0.00,0.00,0.00,0.05,99.95
03/14/2006,0.00,0.00,0.00,0.00,6.01,93.99
03/07/2006,0.00,0.00,0.00,0.00,1.31,98.69
02/28/2006,0.00,0.00,0.00,0.00,0.00,100.00
02/21/2006,0.00,0.00,0.00,0.00,0.00,100.00
02/14/2006,0.00,0.00,0.00,0.00,0.00,100.00
02/07/2006,0.00,0.00,0.00,0.00,0.00,100.00
01/31/2006,0.00,0.00,0.00,0.00,0.00,100.00
01/24/2006,0.00,0.00,0.00,0.00,0.00,100.00
01/17/2006,0.00,0.00,0.00,0.00,0.03,99.97
01/10/2006,0.00,0.00,0.00,0.00,0.00,100.00
01/03/2006,0.00,0.00,0.00,0.00,0.00,100.00
12/27/2005,0.00,0.00,0.00,0.00,0.00,100.00
12/20/2005,0.00,0.00,0.00,0.00,0.00,100.00
12/13/2005,0.00,0.00,0.00,0.00,0.00,100.00
12/06/2005,0.00,0.00,0.00,0.00,0.00,100.00
11/29/2005,0.00,0.00,0.00,0.00,3.43,96.57
11/22/2005,0.00,0.00,0.00,0.00,63.70,36.30
11/15/2005,0.00,0.00,0.00,0.00,70.52,29.48
11/08/2005,0.00,0.00,0.00,0.86,11.17,88.83
11/01/2005,0.00,0.00,0.00,0.00,11.70,88.30
10/25/2005,0.00,0.00,0.00,0.00,6.36,93.64
10/18/2005,0.00,0.00,0.00,0.00,0.46,99.54
10/11/2005,0.00,0.00,0.00,0.00,0.00,100.00
10/04/2005,0.00,0.00,0.00,0.00,1.20,98.80
09/27/2005,0.00,0.00,0.00,0.00,11.12,88.88
09/20/2005,0.00,0.00,0.00,0.00,4.01,95.99
09/13/2005,0.00,0.00,0.00,0.00,0.00,100.00
09/06/2005,0.00,0.00,0.00,0.00,0.00,100.00
08/30/2005,0.00,0.00,0.00,0.00,0.00,100.00
08/23/2005,0.00,0.00,0.00,0.00,0.00,100.00
08/16/2005,0.00,0.00,0.00,0.00,0.00,100.00
08/09/2005,0.00,0.00,0.00,0.00,0.00,100.00
08/02/2005,0.00,0.00,0.00,0.00,0.00,100.00
07/26/2005,0.00,0.00,0.00,0.00,0.00,100.00
07/19/2005,0.00,0.00,0.00,0.00,0.00,100.00
07/12/2005,0.00,0.00,0.00,0.00,0.00,100.00
07/05/2005,0.00,0.00,0.00,0.00,0.00,100.00
06/28/2005,0.00,0.00,0.00,0.00,0.00,100.00
06/21/2005,0.00,0.00,0.00,0.00,0.00,100.00
06/14/2005,0.00,0.00,0.00,0.00,0.00,100.00
06/07/2005,0.00,0.00,0.00,0.00,0.00,100.00
05/31/2005,0.00,0.00,0.00,0.00,0.00,100.00
05/24/2005,0.00,0.00,0.00,0.00,0.00,100.00
05/17/2005,0.00,0.00,0.00,0.00,0.00,100.00
05/10/2005,0.00,0.00,0.00,0.00,0.00,100.00
05/03/2005,0.00,0.00,0.00,0.00,0.00,100.00
04/26/2005,0.00,0.00,0.00,0.00,0.00,100.00
04/19/2005,0.00,0.00,0.00,0.00,0.00,100.00
04/12/2005,0.00,0.00,0.00,0.00,0.00,100.00
04/05/2005,0.00,0.00,0.00,0.00,0.00,100.00
03/29/2005,0.00,0.00,0.00,0.00,0.00,100.00
03/22/2005,0.00,0.00,0.00,0.00,1.09,98.91
03/15/2005,0.00,0.00,0.00,0.00,3.58,96.42
03/08/2005,0.00,0.00,0.00,0.00,2.49,97.51
03/01/2005,0.00,0.00,0.00,0.00,0.00,100.00
02/22/2005,0.00,0.00,0.00,0.00,0.00,100.00
02/15/2005,0.00,0.00,0.00,0.00,0.00,100.00
02/08/2005,0.00,0.00,0.00,0.00,0.00,100.00
02/01/2005,0.00,0.00,0.00,0.00,0.00,100.00
01/25/2005,0.00,0.00,0.00,0.00,0.00,100.00
01/18/2005,0.00,0.00,0.00,0.00,0.00,100.00
01/11/2005,0.00,0.00,0.00,0.00,0.00,100.00
01/04/2005,0.00,0.00,0.00,0.00,0.00,100.00
12/28/2004,0.00,0.00,0.00,0.00,0.00,100.00
12/21/2004,0.00,0.00,0.00,0.00,0.00,100.00
12/14/2004,0.00,0.00,0.00,0.00,0.00,100.00
12/07/2004,0.00,0.00,0.00,0.00,0.00,100.00
11/30/2004,0.00,0.00,0.00,0.00,0.00,100.00
11/23/2004,0.00,0.00,0.00,0.00,0.28,99.72
11/16/2004,0.00,0.00,0.00,0.00,0.00,100.00
11/09/2004,0.00,0.00,0.00,0.00,0.00,100.00
11/02/2004,0.00,0.00,0.00,0.00,0.00,100.00
10/26/2004,0.00,0.00,0.00,0.00,0.00,100.00
10/19/2004,0.00,0.00,0.00,0.00,0.00,100.00
10/12/2004,0.00,0.00,0.00,0.00,0.00,100.00
10/05/2004,0.00,0.00,0.00,0.00,0.00,100.00
09/28/2004,0.00,0.00,0.00,0.00,0.00,100.00
09/21/2004,0.00,0.00,0.00,0.00,0.00,100.00
09/14/2004,0.00,0.00,0.00,0.00,0.00,100.00
09/07/2004,0.00,0.00,0.00,0.00,0.00,100.00
08/31/2004,0.00,0.00,0.00,0.00,10.70,89.30
08/24/2004,0.00,0.00,0.00,0.00,10.68,89.32
08/17/2004,0.00,0.00,0.00,0.00,7.88,92.12
08/10/2004,0.00,0.00,0.00,0.00,61.03,38.97
08/03/2004,0.00,0.00,0.00,0.00,44.05,55.95
07/27/2004,0.00,0.00,0.00,0.00,32.28,67.72
07/20/2004,0.00,0.00,0.00,0.00,29.95,70.05
07/13/2004,0.00,0.00,0.00,0.00,29.95,70.05
07/06/2004,0.00,0.00,0.00,0.00,34.45,65.55
06/29/2004,0.00,0.00,0.00,13.97,54.36,45.64
06/22/2004,0.00,0.00,13.77,54.27,88.45,11.55
06/15/2004,0.00,0.00,33.83,58.25,93.84,6.16
06/08/2004,0.00,0.00,42.91,74.84,98.37,1.63
06/01/2004,0.00,0.00,34.07,82.39,100.00,0.00
05/25/2004,0.00,0.00,34.07,82.54,100.00,0.00
05/18/2004,0.00,0.00,0.00,45.97,99.55,0.45
05/11/2004,0.00,0.00,0.00,45.97,92.74,7.26
05/04/2004,0.00,0.00,0.00,40.66,85.99,14.01
04/27/2004,0.00,0.00,0.00,45.73,92.02,7.98
04/20/2004,0.00,0.00,0.00,34.58,90.82,9.18
04/13/2004,0.00,0.00,0.00,0.00,90.82,9.18
04/06/2004,0.00,0.00,0.00,0.00,94.10,5.90
03/30/2004,0.00,0.00,0.00,0.00,91.06,8.94
03/23/2004,0.00,0.00,0.00,0.00,90.27,9.73
03/16/2004,0.00,0.00,0.00,0.00,0.00,100.00
03/09/2004,0.00,0.00,0.00,0.00,0.00,100.00
03/02/2004,0.00,0.00,0.00,0.00,0.00,100.00
02/24/2004,0.00,0.00,0.00,0.00,0.00,100.00
02/17/2004,0.00,0.00,0.00,0.00,0.00,100.00
02/10/2004,0.00,0.00,0.00,0.00,0.00,100.00
02/03/2004,0.00,0.00,0.00,0.00,0.00,100.00
01/27/2004,0.00,0.00,0.00,0.00,0.00,100.00
01/20/2004,0.00,0.00,0.00,0.00,0.00,100.00
01/13/2004,0.00,0.00,0.00,0.00,0.00,100.00
01/06/2004,0.00,0.00,0.00,0.00,0.00,100.00
12/30/2003,0.00,0.00,0.00,0.00,0.00,100.00
12/23/2003,0.00,0.00,0.00,0.00,0.00,100.00
12/16/2003,0.00,0.00,0.00,0.00,0.00,100.00
12/09/2003,0.00,0.00,0.00,0.00,0.00,100.00
12/02/2003,0.00,0.00,0.00,0.00,0.00,100.00
11/25/2003,0.00,0.00,0.00,0.00,0.00,100.00
11/18/2003,0.00,0.00,0.00,0.00,0.00,100.00
11/11/2003,0.00,0.00,0.00,0.00,0.00,100.00
11/04/2003,0.00,0.00,0.00,0.00,0.00,100.00
10/28/2003,0.00,0.00,0.00,0.00,0.00,100.00
10/21/2003,0.00,0.00,0.00,0.00,0.00,100.00
10/14/2003,0.00,0.00,0.00,0.00,0.00,100.00
10/07/2003,0.00,0.00,0.00,0.00,0.00,100.00
09/30/2003,0.00,0.00,0.00,0.00,0.00,100.00
09/23/2003,0.00,0.00,0.00,0.00,0.00,100.00
09/16/2003,0.00,0.00,0.00,0.00,0.00,100.00
09/09/2003,0.00,0.00,0.00,0.00,0.00,100.00
09/02/2003,0.00,0.00,0.00,0.00,0.00,100.00
08/26/2003,0.00,0.00,0.00,0.00,0.00,100.00
08/19/2003,0.00,0.00,0.00,0.00,0.00,100.00
08/12/2003,0.00,0.00,0.00,0.00,0.00,100.00
08/05/2003,0.00,0.00,0.00,0.00,0.00,100.00
07/29/2003,0.00,0.00,0.00,0.00,0.00,100.00
07/22/2003,0.00,0.00,0.00,0.00,0.00,100.00
07/15/2003,0.00,0.00,0.00,0.00,0.00,100.00
07/08/2003,0.00,0.00,0.00,0.00,0.00,100.00
07/01/2003,0.00,0.00,0.00,0.00,0.00,100.00
06/24/2003,0.00,0.00,0.00,0.00,0.00,100.00
06/17/2003,0.00,0.00,0.00,0.00,0.00,100.00
06/10/2003,0.00,0.00,0.00,0.00,0.00,100.00
06/03/2003,0.00,0.00,0.00,0.00,0.00,100.00
05/27/2003,0.00,0.00,0.00,0.00,0.00,100.00
05/20/2003,0.00,0.00,0.00,0.00,1.46,98.54
05/13/2003,0.00,0.00,0.00,0.00,1.25,98.75
05/06/2003,0.00,0.00,0.00,0.00,0.00,100.00
04/29/2003,0.00,0.00,0.00,0.00,0.00,100.00
04/22/2003,0.00,0.00,0.00,0.00,0.00,100.00
04/15/2003,0.00,0.00,0.00,0.00,0.00,100.00
04/08/2003,0.00,0.00,0.00,0.00,0.00,100.00
04/01/2003,0.00,0.00,0.00,0.00,0.00,100.00
03/25/2003,0.00,0.00,0.00,0.00,0.00,100.00
03/18/2003,0.00,0.00,0.00,0.00,20.76,79.24
03/11/2003,0.00,0.00,0.00,0.00,21.06,78.94
03/04/2003,0.00,0.00,0.00,0.00,57.75,42.25
02/25/2003,0.00,0.00,0.00,0.00,59.74,40.26
02/18/2003,0.00,0.00,0.00,0.62,59.93,40.07
02/11/2003,0.00,0.00,0.00,0.36,57.49,42.51
02/04/2003,0.00,0.00,0.00,0.14,60.44,39.56
01/28/2003,0.00,0.00,0.00,0.02,40.17,59.83
01/21/2003,0.00,0.00,0.00,0.00,38.51,61.49
01/14/2003,0.00,0.00,0.00,0.00,39.12,60.88
01/07/2003,0.00,0.00,0.00,0.00,40.19,59.81
12/31/2002,0.00,0.00,0.00,0.00,36.78,63.22
12/24/2002,0.00,0.00,0.00,0.07,61.14,38.86
12/17/2002,0.00,0.00,0.00,0.02,59.48,40.52
12/10/2002,0.00,0.00,0.00,39.38,74.32,25.68
12/03/2002,0.00,0.00,0.00,40.06,78.17,21.83
11/26/2002,0.00,0.00,0.00,40.29,78.15,21.85
11/19/2002,0.00,0.00,0.00,40.30,79.07,20.93
11/12/2002,0.00,0.00,0.00,39.95,78.35,21.65
11/05/2002,0.00,0.00,17.93,54.62,84.00,16.00
10/29/2002,0.00,0.00,19.16,54.08,82.37,17.63
10/22/2002,0.00,0.00,19.93,64.19,83.29,16.71
10/15/2002,0.00,0.00,35.28,74.26,99.03,0.97
10/08/2002,0.00,0.00,49.37,77.06,97.20,2.80
10/01/2002,0.00,0.00,47.74,69.35,88.89,11.11
09/24/2002,0.00,0.00,55.00,69.74,79.71,20.29
09/17/2002,0.00,37.83,59.49,68.68,80.83,19.17
09/10/2002,12.68,49.13,69.66,86.85,96.31,3.69
09/03/2002,17.90,46.35,65.70,84.08,93.24,6.76
08/27/2002,14.08,34.55,67.25,84.84,96.42,3.58
08/20/2002,14.36,34.77,67.74,85.17,95.66,4.34
08/13/2002,11.96,33.63,66.97,85.26,94.80,5.20
08/06/2002,0.00,27.23,53.43,79.16,95.96,4.04
07/30/2002,0.00,26.95,51.17,83.16,97.44,2.56
07/23/2002,0.00,35.74,65.49,89.20,99.54,0.46
07/16/2002,0.00,33.92,73.01,94.31,99.72,0.28
07/09/2002,0.00,33.54,75.23,97.99,99.84,0.16
07/02/2002,0.00,33.79,77.53,97.15,100.00,0.00
06/25/2002,0.00,34.07,77.57,96.31,100.00,0.00
06/18/2002,0.00,39.37,82.99,91.81,100.00,0.00
06/11/2002,0.00,36.37,83.40,94.02,99.75,0.25
06/04/2002,0.00,39.14,82.87,94.03,99.90,0.10
05/28/2002,0.00,38.34,85.04,93.68,98.63,1.37
05/21/2002,0.00,28.76,80.00,89.44,96.15,3.85
05/14/2002,0.00,25.47,80.99,88.53,96.13,3.87
05/07/2002,0.00,10.79,57.92,87.73,95.39,4.61
04/30/2002,0.00,9.34,56.09,90.75,99.55,0.45
04/23/2002,0.00,1.03,41.47,73.33,96.78,3.22
04/16/2002,0.00,1.00,40.78,71.56,91.83,8.17
04/09/2002,0.00,4.68,45.56,80.75,97.50,2.50
04/02/2002,0.00,4.45,44.90,80.22,97.56,2.44
03/26/2002,0.00,16.80,71.71,87.22,98.52,1.48
03/19/2002,0.00,17.42,71.62,87.65,98.12,1.88
03/12/2002,0.00,17.24,72.22,89.66,99.14,0.86
03/05/2002,0.00,17.39,56.03,78.70,97.04,2.96
02/26/2002,0.00,19.65,64.99,86.57,99.91,0.09
02/19/2002,0.00,20.39,52.21,81.94,95.27,4.73
02/12/2002,0.00,20.09,53.12,80.76,88.75,11.25
02/05/2002,0.00,21.64,57.88,82.62,92.34,7.66
01/29/2002,0.00,14.05,50.55,82.32,91.52,8.48
01/22/2002,0.00,15.10,55.29,86.19,99.37,0.63
01/15/2002,0.00,18.86,58.24,94.02,100.00,0.00
01/08/2002,0.00,23.12,63.28,97.67,100.00,0.00
01/01/2002,0.00,23.65,67.09,93.61,97.44,2.56
12/25/2001,0.00,1.50,45.45,70.32,97.82,2.18
12/18/2001,0.00,1.50,46.47,70.32,93.25,6.75
12/11/2001,0.00,0.00,43.00,68.11,93.21,6.79
12/04/2001,0.00,0.00,50.56,76.02,100.00,0.00
11/27/2001,0.00,0.00,50.41,76.02,100.00,0.00
11/20/2001,0.00,0.00,47.80,76.08,100.00,0.00
11/13/2001,0.00,0.00,32.35,76.07,100.00,0.00
11/06/2001,0.00,0.00,19.18,65.36,100.00,0.00
10/30/2001,0.00,0.00,13.95,47.54,100.00,0.00
10/23/2001,0.00,0.00,0.06,40.96,76.17,23.83
10/16/2001,0.00,0.00,0.07,20.89,51.48,48.52
10/09/2001,0.00,0.00,0.00,17.23,48.38,51.62
10/02/2001,0.00,0.00,0.00,16.48,45.56,54.44
09/25/2001,0.00,0.00,0.00,0.00,38.50,61.50
09/18/2001,0.00,0.00,0.00,0.00,39.53,60.47
09/11/2001,0.00,0.00,0.00,0.00,7.08,92.92
09/04/2001,0.00,0.00,0.00,0.00,7.08,92.92
08/28/2001,0.00,0.00,0.00,0.00,16.12,83.88
08/21/2001,0.00,0.00,0.00,0.00,7.45,92.55
08/14/2001,0.00,0.00,0.00,1.01,10.87,89.13
08/07/2001,0.00,0.00,0.00,0.77,14.37,85.63
07/31/2001,0.00,0.00,0.00,9.11,41.35,58.65
07/24/2001,0.00,0.00,0.00,9.11,42.43,57.57
07/17/2001,0.00,0.00,0.00,5.77,42.92,57.08
07/10/2001,0.00,0.00,0.00,7.00,42.92,57.08
