Country / territory of asylum/residence,Origin,Year,Month,Value
Canada,Afghanistan,2005,April,16
Canada,Afghanistan,2005,May,4
Canada,Afghanistan,2005,June,29
Canada,Afghanistan,2005,July,39
Canada,Afghanistan,2005,August,20
Canada,Afghanistan,2005,September,31
Canada,Afghanistan,2005,October,28
Canada,Afghanistan,2005,November,22
Canada,Afghanistan,2005,December,13
Canada,Afghanistan,2006,January,30
Canada,Afghanistan,2006,February,22
Canada,Afghanistan,2006,March,14
Canada,Afghanistan,2006,April,6
Canada,Afghanistan,2006,May,24
Canada,Afghanistan,2006,June,5
Canada,Afghanistan,2006,July,19
Canada,Afghanistan,2006,August,21
Canada,Afghanistan,2006,September,28
Canada,Afghanistan,2006,October,28
Canada,Afghanistan,2006,November,16
Canada,Afghanistan,2006,December,16
Canada,Afghanistan,2007,January,48
Canada,Afghanistan,2007,February,24
Canada,Afghanistan,2007,March,12
Canada,Afghanistan,2007,April,20
Canada,Afghanistan,2007,May,17
Canada,Afghanistan,2007,June,14
Canada,Afghanistan,2007,July,14
Canada,Afghanistan,2007,August,29
Canada,Afghanistan,2007,September,28
Canada,Afghanistan,2007,October,23
Canada,Afghanistan,2007,November,21
Canada,Afghanistan,2007,December,20
Canada,Afghanistan,2008,January,30
Canada,Afghanistan,2008,February,31
Canada,Afghanistan,2008,March,22
Canada,Afghanistan,2008,April,32
Canada,Afghanistan,2008,May,29
Canada,Afghanistan,2008,June,31
Canada,Afghanistan,2008,July,34
Canada,Afghanistan,2008,August,24
Canada,Afghanistan,2008,September,58
Canada,Afghanistan,2008,October,43
Canada,Afghanistan,2008,November,40
Canada,Afghanistan,2008,December,34
Canada,Afghanistan,2009,January,36
Canada,Afghanistan,2009,February,17
Canada,Afghanistan,2009,March,32
Canada,Afghanistan,2009,April,14
Canada,Afghanistan,2009,May,32
Canada,Afghanistan,2009,June,68
Canada,Afghanistan,2009,July,51
Canada,Afghanistan,2009,August,37
Canada,Afghanistan,2009,September,38
Canada,Afghanistan,2009,October,31
Canada,Afghanistan,2009,November,25
Canada,Afghanistan,2009,December,29
Canada,Afghanistan,2010,January,46
Canada,Afghanistan,2010,February,29
Canada,Afghanistan,2010,March,29
Canada,Afghanistan,2010,April,19
Canada,Afghanistan,2010,May,21
Canada,Afghanistan,2010,June,37
Canada,Afghanistan,2010,July,31
Canada,Afghanistan,2010,August,39
Canada,Afghanistan,2010,September,68
Canada,Afghanistan,2010,October,26
Canada,Afghanistan,2010,November,17
Canada,Afghanistan,2010,December,30
Canada,Afghanistan,2011,January,38
Canada,Afghanistan,2011,February,27
Canada,Afghanistan,2011,March,26
Canada,Afghanistan,2011,April,24
Canada,Afghanistan,2011,May,24
Canada,Afghanistan,2011,June,35
Canada,Afghanistan,2011,July,31
Canada,Afghanistan,2011,August,52
Canada,Afghanistan,2011,September,38
Canada,Afghanistan,2011,October,40
Canada,Afghanistan,2011,November,30
Canada,Afghanistan,2011,December,32
Canada,Afghanistan,2012,January,27
Canada,Afghanistan,2012,February,24
Canada,Afghanistan,2012,March,20
Canada,Afghanistan,2012,April,20
Canada,Afghanistan,2012,May,16
Canada,Afghanistan,2012,June,25
Canada,Afghanistan,2012,July,27
Canada,Afghanistan,2012,August,28
Canada,Afghanistan,2012,September,47
Canada,Afghanistan,2012,October,67
Canada,Afghanistan,2012,November,39
Canada,Afghanistan,2012,December,22
Canada,Afghanistan,2013,January,31
Canada,Afghanistan,2013,February,26
Canada,Afghanistan,2013,March,15
Canada,Afghanistan,2013,April,13
Canada,Afghanistan,2013,May,35
Canada,Afghanistan,2013,June,28
Canada,Afghanistan,2013,July,35
Canada,Afghanistan,2013,August,38
Canada,Afghanistan,2013,September,49
Canada,Afghanistan,2013,October,29
Canada,Afghanistan,2013,November,46
Canada,Afghanistan,2013,December,41
Canada,Afghanistan,2014,January,27
Canada,Afghanistan,2014,February,23
Canada,Afghanistan,2014,March,22
Canada,Afghanistan,2014,April,36
Canada,Afghanistan,2014,May,51
Canada,Afghanistan,2014,June,47
Canada,Afghanistan,2014,July,44
Canada,Afghanistan,2014,August,37
Canada,Afghanistan,2014,September,55
Canada,Afghanistan,2014,October,35
Canada,Afghanistan,2014,November,32
Canada,Afghanistan,2014,December,52
Canada,Afghanistan,2015,January,45
Canada,Afghanistan,2015,February,34
Canada,Afghanistan,2015,March,32
Canada,Afghanistan,2015,April,20
Canada,Afghanistan,2015,May,19
Canada,Afghanistan,2015,June,25
Canada,Afghanistan,2015,July,37
Canada,Afghanistan,2015,August,19
Canada,Afghanistan,2015,September,56
Canada,Afghanistan,2015,October,64
Canada,Afghanistan,2015,November,62
Canada,Afghanistan,2015,December,81
Canada,Afghanistan,2016,January,80
Canada,Afghanistan,2016,February,74
Canada,Afghanistan,2016,March,58
Canada,Afghanistan,2016,April,33
Canada,Afghanistan,2016,May,41
Canada,Afghanistan,2016,June,66
Canada,Afghanistan,2016,July,35
Canada,Afghanistan,2016,August,49
Canada,Afghanistan,2016,September,54
Canada,Afghanistan,2016,October,57
Canada,Afghanistan,2016,November,56
Canada,Afghanistan,2016,December,35
Canada,Afghanistan,2017,January,56
Canada,Afghanistan,2017,February,46
Canada,Afghanistan,2017,March,46
Canada,Afghanistan,2017,April,50
Canada,Afghanistan,2017,May,54
Canada,Afghanistan,2017,June,51
Canada,Afghanistan,2017,July,67
Canada,Afghanistan,2017,August,65
Canada,Afghanistan,2017,September,51
Canada,Afghanistan,2017,October,80
Canada,Afghanistan,2017,November,51
Canada,Afghanistan,2017,December,47
Canada,Afghanistan,2018,January,35
Canada,Afghanistan,2018,February,44
Canada,Afghanistan,2018,March,36
Canada,Afghanistan,2018,April,47
Canada,Afghanistan,1999,January,62
Canada,Afghanistan,1999,February,32
Canada,Afghanistan,1999,March,25
Canada,Afghanistan,1999,April,20
Canada,Afghanistan,1999,May,26
Canada,Afghanistan,1999,June,45
Canada,Afghanistan,1999,July,47
Canada,Afghanistan,1999,August,41
Canada,Afghanistan,1999,September,53
Canada,Afghanistan,1999,October,54
Canada,Afghanistan,1999,November,61
Canada,Afghanistan,1999,December,73
Canada,Afghanistan,2000,January,24
Canada,Afghanistan,2000,February,29
Canada,Afghanistan,2000,March,55
Canada,Afghanistan,2000,April,18
Canada,Afghanistan,2000,May,28
Canada,Afghanistan,2000,June,35
Canada,Afghanistan,2000,July,61
Canada,Afghanistan,2000,August,47
Canada,Afghanistan,2000,September,63
Canada,Afghanistan,2000,October,36
Canada,Afghanistan,2000,November,47
Canada,Afghanistan,2000,December,28
Canada,Afghanistan,2001,January,43
Canada,Afghanistan,2001,February,35
Canada,Afghanistan,2001,March,34
Canada,Afghanistan,2001,April,29
Canada,Afghanistan,2001,May,35
Canada,Afghanistan,2001,June,22
Canada,Afghanistan,2001,July,69
Canada,Afghanistan,2001,August,39
Canada,Afghanistan,2001,September,51
Canada,Afghanistan,2001,October,51
Canada,Afghanistan,2001,November,18
Canada,Afghanistan,2001,December,3
Canada,Afghanistan,2002,January,13
Canada,Afghanistan,2002,February,11
Canada,Afghanistan,2002,March,3
Canada,Afghanistan,2002,April,3
Canada,Afghanistan,2002,May,6
Canada,Afghanistan,2002,June,5
Canada,Afghanistan,2002,July,2
Canada,Afghanistan,2002,August,8
Canada,Afghanistan,2002,September,7
Canada,Afghanistan,2002,October,17
Canada,Afghanistan,2002,November,3
Canada,Afghanistan,2002,December,10
Canada,Afghanistan,2003,January,1
Canada,Afghanistan,2003,February,12
Canada,Afghanistan,2003,March,5
Canada,Afghanistan,2003,April,11
Canada,Afghanistan,2003,May,7
Canada,Afghanistan,2003,June,6
Canada,Afghanistan,2003,July,13
Canada,Afghanistan,2003,August,15
Canada,Afghanistan,2003,September,12
Canada,Afghanistan,2003,October,15
Canada,Afghanistan,2003,November,19
Canada,Afghanistan,2003,December,5
Canada,Afghanistan,2004,January,12
Canada,Afghanistan,2004,February,5
Canada,Afghanistan,2004,March,15
Canada,Afghanistan,2004,April,8
Canada,Afghanistan,2004,May,6
Canada,Afghanistan,2004,June,12
Canada,Afghanistan,2004,July,3
Canada,Afghanistan,2004,August,10
Canada,Afghanistan,2004,September,18
Canada,Afghanistan,2004,October,12
Canada,Afghanistan,2004,November,15
Canada,Afghanistan,2004,December,12
Canada,Afghanistan,2005,January,17
Canada,Afghanistan,2005,February,15
Canada,Afghanistan,2005,March,4
Canada,Dem. Rep. of the Congo,1999,January,22
Canada,Dem. Rep. of the Congo,1999,February,72
Canada,Dem. Rep. of the Congo,1999,March,48
Canada,Dem. Rep. of the Congo,1999,April,67
Canada,Dem. Rep. of the Congo,1999,May,57
Canada,Dem. Rep. of the Congo,1999,June,53
Canada,Dem. Rep. of the Congo,1999,July,72
Canada,Dem. Rep. of the Congo,1999,August,80
Canada,Dem. Rep. of the Congo,1999,September,114
Canada,Dem. Rep. of the Congo,1999,October,77
Canada,Dem. Rep. of the Congo,1999,November,104
Canada,Dem. Rep. of the Congo,1999,December,138
Canada,Dem. Rep. of the Congo,2000,January,91
Canada,Dem. Rep. of the Congo,2000,February,72
Canada,Dem. Rep. of the Congo,2000,March,83
Canada,Dem. Rep. of the Congo,2000,April,79
Canada,Dem. Rep. of the Congo,2000,May,43
Canada,Dem. Rep. of the Congo,2000,June,67
Canada,Dem. Rep. of the Congo,2000,July,100
Canada,Dem. Rep. of the Congo,2000,August,86
Canada,Dem. Rep. of the Congo,2000,September,92
Canada,Dem. Rep. of the Congo,2000,October,100
Canada,Dem. Rep. of the Congo,2000,November,79
Canada,Dem. Rep. of the Congo,2000,December,106
Canada,Dem. Rep. of the Congo,2001,January,98
Canada,Dem. Rep. of the Congo,2001,February,81
Canada,Dem. Rep. of the Congo,2001,March,79
Canada,Dem. Rep. of the Congo,2001,April,76
Canada,Dem. Rep. of the Congo,2001,May,68
Canada,Dem. Rep. of the Congo,2001,June,82
Canada,Dem. Rep. of the Congo,2001,July,125
Canada,Dem. Rep. of the Congo,2001,August,166
Canada,Dem. Rep. of the Congo,2001,September,116
Canada,Dem. Rep. of the Congo,2001,October,147
Canada,Dem. Rep. of the Congo,2001,November,120
Canada,Dem. Rep. of the Congo,2001,December,69
Canada,Dem. Rep. of the Congo,2002,January,72
Canada,Dem. Rep. of the Congo,2002,February,39
Canada,Dem. Rep. of the Congo,2002,March,25
Canada,Dem. Rep. of the Congo,2002,April,36
Canada,Dem. Rep. of the Congo,2002,May,41
Canada,Dem. Rep. of the Congo,2002,June,42
Canada,Dem. Rep. of the Congo,2002,July,48
Canada,Dem. Rep. of the Congo,2002,August,60
Canada,Dem. Rep. of the Congo,2002,September,55
Canada,Dem. Rep. of the Congo,2002,October,52
Canada,Dem. Rep. of the Congo,2002,November,36
Canada,Dem. Rep. of the Congo,2002,December,60
Canada,Dem. Rep. of the Congo,2003,January,44
Canada,Dem. Rep. of the Congo,2003,February,31
Canada,Dem. Rep. of the Congo,2003,March,39
Canada,Dem. Rep. of the Congo,2003,April,49
Canada,Dem. Rep. of the Congo,2003,May,41
Canada,Dem. Rep. of the Congo,2003,June,33
Canada,Dem. Rep. of the Congo,2003,July,22
Canada,Dem. Rep. of the Congo,2003,August,38
Canada,Dem. Rep. of the Congo,2003,September,41
Canada,Dem. Rep. of the Congo,2003,October,24
Canada,Dem. Rep. of the Congo,2003,November,24
Canada,Dem. Rep. of the Congo,2003,December,20
Canada,Dem. Rep. of the Congo,2004,January,23
Canada,Dem. Rep. of the Congo,2004,February,34
Canada,Dem. Rep. of the Congo,2004,March,23
Canada,Dem. Rep. of the Congo,2004,April,26
Canada,Dem. Rep. of the Congo,2004,May,22
Canada,Dem. Rep. of the Congo,2004,June,15
Canada,Dem. Rep. of the Congo,2004,July,23
Canada,Dem. Rep. of the Congo,2004,August,30
Canada,Dem. Rep. of the Congo,2004,September,47
Canada,Dem. Rep. of the Congo,2004,October,43
Canada,Dem. Rep. of the Congo,2004,November,36
Canada,Dem. Rep. of the Congo,2004,December,53
Canada,Dem. Rep. of the Congo,2005,January,28
Canada,Dem. Rep. of the Congo,2005,February,24
Canada,Dem. Rep. of the Congo,2005,March,16
Canada,Dem. Rep. of the Congo,2005,April,24
Canada,Dem. Rep. of the Congo,2005,May,21
Canada,Dem. Rep. of the Congo,2005,June,19
Canada,Dem. Rep. of the Congo,2005,July,25
Canada,Dem. Rep. of the Congo,2005,August,37
Canada,Dem. Rep. of the Congo,2005,September,22
Canada,Dem. Rep. of the Congo,2005,October,20
Canada,Dem. Rep. of the Congo,2005,November,41
Canada,Dem. Rep. of the Congo,2005,December,33
Canada,Dem. Rep. of the Congo,2006,January,20
Canada,Dem. Rep. of the Congo,2006,February,48
Canada,Dem. Rep. of the Congo,2006,March,45
Canada,Dem. Rep. of the Congo,2006,April,26
Canada,Dem. Rep. of the Congo,2006,May,28
Canada,Dem. Rep. of the Congo,2006,June,28
Canada,Dem. Rep. of the Congo,2006,July,50
Canada,Dem. Rep. of the Congo,2006,August,34
Canada,Dem. Rep. of the Congo,2006,September,43
Canada,Dem. Rep. of the Congo,2006,October,45
Canada,Dem. Rep. of the Congo,2006,November,41
Canada,Dem. Rep. of the Congo,2006,December,23
Canada,Dem. Rep. of the Congo,2007,January,45
Canada,Dem. Rep. of the Congo,2007,February,17
Canada,Dem. Rep. of the Congo,2007,March,14
Canada,Dem. Rep. of the Congo,2007,April,30
Canada,Dem. Rep. of the Congo,2007,May,19
Canada,Dem. Rep. of the Congo,2007,June,27
Canada,Dem. Rep. of the Congo,2007,July,37
Canada,Dem. Rep. of the Congo,2007,August,23
Canada,Dem. Rep. of the Congo,2007,September,30
Canada,Dem. Rep. of the Congo,2007,October,29
Canada,Dem. Rep. of the Congo,2007,November,35
Canada,Dem. Rep. of the Congo,2007,December,45
Canada,Dem. Rep. of the Congo,2008,January,67
Canada,Dem. Rep. of the Congo,2008,February,32
Canada,Dem. Rep. of the Congo,2008,March,34
Canada,Dem. Rep. of the Congo,2008,April,34
Canada,Dem. Rep. of the Congo,2008,May,27
Canada,Dem. Rep. of the Congo,2008,June,31
Canada,Dem. Rep. of the Congo,2008,July,43
Canada,Dem. Rep. of the Congo,2008,August,42
Canada,Dem. Rep. of the Congo,2008,September,27
Canada,Dem. Rep. of the Congo,2008,October,30
Canada,Dem. Rep. of the Congo,2008,November,35
Canada,Dem. Rep. of the Congo,2008,December,35
Canada,Dem. Rep. of the Congo,2009,January,46
Canada,Dem. Rep. of the Congo,2009,February,18
Canada,Dem. Rep. of the Congo,2009,March,23
Canada,Dem. Rep. of the Congo,2009,April,24
Canada,Dem. Rep. of the Congo,2009,May,23
Canada,Dem. Rep. of the Congo,2009,June,37
Canada,Dem. Rep. of the Congo,2009,July,21
Canada,Dem. Rep. of the Congo,2009,August,26
Canada,Dem. Rep. of the Congo,2009,September,35
Canada,Dem. Rep. of the Congo,2009,October,30
Canada,Dem. Rep. of the Congo,2009,November,20
Canada,Dem. Rep. of the Congo,2009,December,23
Canada,Dem. Rep. of the Congo,2010,January,20
Canada,Dem. Rep. of the Congo,2010,February,18
Canada,Dem. Rep. of the Congo,2010,March,16
Canada,Dem. Rep. of the Congo,2010,April,17
Canada,Dem. Rep. of the Congo,2010,May,24
Canada,Dem. Rep. of the Congo,2010,June,23
Canada,Dem. Rep. of the Congo,2010,July,35
Canada,Dem. Rep. of the Congo,2010,August,35
Canada,Dem. Rep. of the Congo,2010,September,42
Canada,Dem. Rep. of the Congo,2010,October,25
Canada,Dem. Rep. of the Congo,2010,November,27
Canada,Dem. Rep. of the Congo,2010,December,32
Canada,Dem. Rep. of the Congo,2011,January,35
Canada,Dem. Rep. of the Congo,2011,February,34
Canada,Dem. Rep. of the Congo,2011,March,36
Canada,Dem. Rep. of the Congo,2011,April,26
Canada,Dem. Rep. of the Congo,2011,May,36
Canada,Dem. Rep. of the Congo,2011,June,25
Canada,Dem. Rep. of the Congo,2011,July,23
Canada,Dem. Rep. of the Congo,2011,August,34
Canada,Dem. Rep. of the Congo,2011,September,45
Canada,Dem. Rep. of the Congo,2011,October,32
Canada,Dem. Rep. of the Congo,2011,November,17
Canada,Dem. Rep. of the Congo,2011,December,27
Canada,Dem. Rep. of the Congo,2012,January,26
Canada,Dem. Rep. of the Congo,2012,February,24
Canada,Dem. Rep. of the Congo,2012,March,14
Canada,Dem. Rep. of the Congo,2012,April,21
Canada,Dem. Rep. of the Congo,2012,May,30
Canada,Dem. Rep. of the Congo,2012,June,31
Canada,Dem. Rep. of the Congo,2012,July,31
Canada,Dem. Rep. of the Congo,2012,August,30
Canada,Dem. Rep. of the Congo,2012,September,44
Canada,Dem. Rep. of the Congo,2012,October,28
Canada,Dem. Rep. of the Congo,2012,November,46
Canada,Dem. Rep. of the Congo,2012,December,32
Canada,Dem. Rep. of the Congo,2013,January,25
Canada,Dem. Rep. of the Congo,2013,February,25
Canada,Dem. Rep. of the Congo,2013,March,22
Canada,Dem. Rep. of the Congo,2013,April,36
Canada,Dem. Rep. of the Congo,2013,May,23
Canada,Dem. Rep. of the Congo,2013,June,36
Canada,Dem. Rep. of the Congo,2013,July,17
Canada,Dem. Rep. of the Congo,2013,August,32
Canada,Dem. Rep. of the Congo,2013,September,42
Canada,Dem. Rep. of the Congo,2013,October,21
Canada,Dem. Rep. of the Congo,2013,November,23
Canada,Dem. Rep. of the Congo,2013,December,6
Canada,Dem. Rep. of the Congo,2014,January,27
Canada,Dem. Rep. of the Congo,2014,February,24
Canada,Dem. Rep. of the Congo,2014,March,23
Canada,Dem. Rep. of the Congo,2014,April,23
Canada,Dem. Rep. of the Congo,2014,May,26
Canada,Dem. Rep. of the Congo,2014,June,33
Canada,Dem. Rep. of the Congo,2014,July,40
Canada,Dem. Rep. of the Congo,2014,August,23
Canada,Dem. Rep. of the Congo,2014,September,33
Canada,Dem. Rep. of the Congo,2014,October,46
Canada,Dem. Rep. of the Congo,2014,November,20
Canada,Dem. Rep. of the Congo,2014,December,28
Canada,Dem. Rep. of the Congo,2015,January,25
Canada,Dem. Rep. of the Congo,2015,February,30
Canada,Dem. Rep. of the Congo,2015,March,11
Canada,Dem. Rep. of the Congo,2015,April,19
Canada,Dem. Rep. of the Congo,2015,May,26
Canada,Dem. Rep. of the Congo,2015,June,15
Canada,Dem. Rep. of the Congo,2015,July,38
Canada,Dem. Rep. of the Congo,2015,August,37
Canada,Dem. Rep. of the Congo,2015,September,18
Canada,Dem. Rep. of the Congo,2015,October,21
Canada,Dem. Rep. of the Congo,2015,November,13
Canada,Dem. Rep. of the Congo,2015,December,28
Canada,Dem. Rep. of the Congo,2016,January,22
Canada,Dem. Rep. of the Congo,2016,February,29
Canada,Dem. Rep. of the Congo,2016,March,22
Canada,Dem. Rep. of the Congo,2016,April,27
Canada,Dem. Rep. of the Congo,2016,May,19
Canada,Dem. Rep. of the Congo,2016,June,29
Canada,Dem. Rep. of the Congo,2016,July,39
Canada,Dem. Rep. of the Congo,2016,August,48
Canada,Dem. Rep. of the Congo,2016,September,48
Canada,Dem. Rep. of the Congo,2016,October,43
Canada,Dem. Rep. of the Congo,2016,November,33
Canada,Dem. Rep. of the Congo,2016,December,52
Canada,Dem. Rep. of the Congo,2017,January,56
Canada,Dem. Rep. of the Congo,2017,February,40
Canada,Dem. Rep. of the Congo,2017,March,53
Canada,Dem. Rep. of the Congo,2017,April,39
Canada,Dem. Rep. of the Congo,2017,May,43
Canada,Dem. Rep. of the Congo,2017,June,27
Canada,Dem. Rep. of the Congo,2017,July,38
Canada,Dem. Rep. of the Congo,2017,August,48
Canada,Dem. Rep. of the Congo,2017,September,70
Canada,Dem. Rep. of the Congo,2017,October,72
Canada,Dem. Rep. of the Congo,2017,November,67
Canada,Dem. Rep. of the Congo,2017,December,68
Canada,Dem. Rep. of the Congo,2018,January,65
Canada,Dem. Rep. of the Congo,2018,February,80
Canada,Dem. Rep. of the Congo,2018,March,72
Canada,Dem. Rep. of the Congo,2018,April,84
Canada,Myanmar,1999,January,1
Canada,Myanmar,1999,March,1
Canada,Myanmar,1999,May,4
Canada,Myanmar,1999,June,1
Canada,Myanmar,1999,July,1
Canada,Myanmar,1999,August,3
Canada,Myanmar,1999,September,1
Canada,Myanmar,1999,October,1
Canada,Myanmar,1999,November,1
Canada,Myanmar,1999,December,1
Canada,Myanmar,2000,January,1
Canada,Myanmar,2000,February,3
Canada,Myanmar,2000,March,4
Canada,Myanmar,2000,April,1
Canada,Myanmar,2000,June,2
Canada,Myanmar,2000,August,1
Canada,Myanmar,2000,September,1
Canada,Myanmar,2000,October,1
Canada,Myanmar,2001,February,7
Canada,Myanmar,2001,March,2
Canada,Myanmar,2001,May,1
Canada,Myanmar,2001,June,4
Canada,Myanmar,2001,July,1
Canada,Myanmar,2001,August,2
Canada,Myanmar,2001,September,2
Canada,Myanmar,2001,October,1
Canada,Myanmar,2001,November,2
Canada,Myanmar,2001,December,1
Canada,Myanmar,2002,February,5
Canada,Myanmar,2002,March,3
Canada,Myanmar,2002,April,6
Canada,Myanmar,2002,May,6
Canada,Myanmar,2002,June,2
Canada,Myanmar,2002,July,3
Canada,Myanmar,2002,August,3
Canada,Myanmar,2002,September,2
Canada,Myanmar,2002,October,1
Canada,Myanmar,2002,November,10
Canada,Myanmar,2002,December,7
Canada,Myanmar,2003,January,3
Canada,Myanmar,2003,March,3
Canada,Myanmar,2003,June,1
Canada,Myanmar,2003,September,1
Canada,Myanmar,2003,October,2
Canada,Myanmar,2003,November,3
Canada,Myanmar,2003,December,3
Canada,Myanmar,2004,January,2
Canada,Myanmar,2004,February,5
Canada,Myanmar,2004,April,5
Canada,Myanmar,2004,June,3
Canada,Myanmar,2004,July,2
Canada,Myanmar,2004,August,4
Canada,Myanmar,2004,September,6
Canada,Myanmar,2004,October,3
Canada,Myanmar,2004,November,1
Canada,Myanmar,2005,January,1
Canada,Myanmar,2005,February,7
Canada,Myanmar,2005,March,1
Canada,Myanmar,2005,April,4
Canada,Myanmar,2005,May,3
Canada,Myanmar,2005,July,2
Canada,Myanmar,2005,August,1
Canada,Myanmar,2005,September,4
Canada,Myanmar,2005,October,3
Canada,Myanmar,2005,November,2
Canada,Myanmar,2005,December,3
Canada,Myanmar,2006,January,3
Canada,Myanmar,2006,February,3
Canada,Myanmar,2006,April,2
Canada,Myanmar,2006,May,7
Canada,Myanmar,2006,June,3
Canada,Myanmar,2006,July,2
Canada,Myanmar,2006,September,2
Canada,Myanmar,2006,November,1
Canada,Myanmar,2007,January,9
Canada,Myanmar,2007,February,1
Canada,Myanmar,2007,March,1
Canada,Myanmar,2007,April,2
Canada,Myanmar,2007,May,1
Canada,Myanmar,2007,October,4
Canada,Myanmar,2007,November,2
Canada,Myanmar,2007,December,1
Canada,Myanmar,2008,January,1
Canada,Myanmar,2008,February,1
Canada,Myanmar,2008,March,2
Canada,Myanmar,2008,April,1
Canada,Myanmar,2008,May,1
Canada,Myanmar,2008,June,2
Canada,Myanmar,2008,August,2
Canada,Myanmar,2008,October,2
Canada,Myanmar,2008,November,2
Canada,Myanmar,2009,January,1
Canada,Myanmar,2009,March,1
Canada,Myanmar,2009,June,1
Canada,Myanmar,2009,August,3
Canada,Myanmar,2009,September,1
Canada,Myanmar,2009,November,2
Canada,Myanmar,2009,December,1
Canada,Myanmar,2010,June,2
Canada,Myanmar,2010,July,1
Canada,Myanmar,2010,September,1
Canada,Myanmar,2010,October,4
Canada,Myanmar,2010,December,2
Canada,Myanmar,2011,January,1
Canada,Myanmar,2011,August,1
Canada,Myanmar,2011,November,5
Canada,Myanmar,2012,December,2
Canada,Myanmar,2014,July,1
Canada,Myanmar,2014,October,1
Canada,Myanmar,2014,December,3
Canada,Myanmar,2015,May,1
Canada,Myanmar,2016,September,1
Canada,Myanmar,2016,October,1
Canada,Myanmar,2017,January,*
Canada,Myanmar,2017,February,*
Canada,Myanmar,2017,March,*
Canada,Myanmar,2017,April,*
Canada,Myanmar,2017,July,*
Canada,Myanmar,2017,October,*
Canada,Myanmar,2018,January,*
Canada,Myanmar,2018,February,*
Canada,Sudan,1999,January,12
Canada,Sudan,1999,February,18
Canada,Sudan,1999,March,29
Canada,Sudan,1999,April,12
Canada,Sudan,1999,May,18
Canada,Sudan,1999,June,22
Canada,Sudan,1999,July,39
Canada,Sudan,1999,August,52
Canada,Sudan,1999,September,39
Canada,Sudan,1999,October,38
Canada,Sudan,1999,November,40
Canada,Sudan,1999,December,25
Canada,Sudan,2000,January,29
Canada,Sudan,2000,February,17
Canada,Sudan,2000,March,13
Canada,Sudan,2000,April,10
Canada,Sudan,2000,May,28
Canada,Sudan,2000,June,23
Canada,Sudan,2000,July,54
Canada,Sudan,2000,August,58
Canada,Sudan,2000,September,53
Canada,Sudan,2000,October,60
Canada,Sudan,2000,November,21
Canada,Sudan,2000,December,13
Canada,Sudan,2001,January,46
Canada,Sudan,2001,February,20
Canada,Sudan,2001,March,35
Canada,Sudan,2001,April,9
Canada,Sudan,2001,May,14
Canada,Sudan,2001,June,38
Canada,Sudan,2001,July,55
Canada,Sudan,2001,August,43
Canada,Sudan,2001,September,53
Canada,Sudan,2001,October,30
Canada,Sudan,2001,November,26
Canada,Sudan,2001,December,12
Canada,Sudan,2002,January,12
Canada,Sudan,2002,February,20
Canada,Sudan,2002,March,9
Canada,Sudan,2002,April,8
Canada,Sudan,2002,May,10
Canada,Sudan,2002,June,24
Canada,Sudan,2002,July,18
Canada,Sudan,2002,August,15
Canada,Sudan,2002,September,13
Canada,Sudan,2002,October,19
Canada,Sudan,2002,November,8
Canada,Sudan,2002,December,14
Canada,Sudan,2003,January,7
Canada,Sudan,2003,February,10
Canada,Sudan,2003,March,7
Canada,Sudan,2003,April,5
Canada,Sudan,2003,May,7
Canada,Sudan,2003,June,14
Canada,Sudan,2003,July,6
Canada,Sudan,2003,August,9
Canada,Sudan,2003,September,8
Canada,Sudan,2003,October,26
Canada,Sudan,2003,November,14
Canada,Sudan,2003,December,5
Canada,Sudan,2004,January,6
Canada,Sudan,2004,February,7
Canada,Sudan,2004,March,5
Canada,Sudan,2004,April,4
Canada,Sudan,2004,May,7
Canada,Sudan,2004,June,9
Canada,Sudan,2004,July,3
Canada,Sudan,2004,August,8
Canada,Sudan,2004,September,5
Canada,Sudan,2004,October,7
Canada,Sudan,2004,November,5
Canada,Sudan,2004,December,3
Canada,Sudan,2005,January,4
Canada,Sudan,2005,February,3
Canada,Sudan,2005,March,2
Canada,Sudan,2005,April,2
Canada,Sudan,2005,May,3
Canada,Sudan,2005,June,1
Canada,Sudan,2005,July,6
Canada,Sudan,2005,August,5
Canada,Sudan,2005,September,3
Canada,Sudan,2005,November,5
Canada,Sudan,2005,December,3
Canada,Sudan,2006,January,4
Canada,Sudan,2006,February,2
Canada,Sudan,2006,March,4
Canada,Sudan,2006,April,3
Canada,Sudan,2006,May,6
Canada,Sudan,2006,June,3
Canada,Sudan,2006,July,3
Canada,Sudan,2006,August,7
Canada,Sudan,2006,September,4
Canada,Sudan,2006,October,5
Canada,Sudan,2006,November,4
Canada,Sudan,2006,December,5
Canada,Sudan,2007,January,5
Canada,Sudan,2007,February,1
Canada,Sudan,2007,March,5
Canada,Sudan,2007,April,1
Canada,Sudan,2007,May,6
Canada,Sudan,2007,June,5
Canada,Sudan,2007,July,5
Canada,Sudan,2007,August,4
Canada,Sudan,2007,September,4
Canada,Sudan,2007,October,2
Canada,Sudan,2007,November,9
Canada,Sudan,2007,December,2
Canada,Sudan,2008,January,8
Canada,Sudan,2008,February,6
Canada,Sudan,2008,April,2
Canada,Sudan,2008,May,3
Canada,Sudan,2008,June,2
Canada,Sudan,2008,July,1
Canada,Sudan,2008,August,5
Canada,Sudan,2008,September,5
Canada,Sudan,2008,October,4
Canada,Sudan,2008,December,1
Canada,Sudan,2009,January,3
Canada,Sudan,2009,February,2
Canada,Sudan,2009,March,1
Canada,Sudan,2009,May,3
